TradeID,Acc_ID,Action,StockID,Price,Quantities,Date,Time
00028,45387377185,Sell,6982,75.93,4300,1995/01/13,12:20:44.000000
00029,04421132544,Buy,8112A,43.89,8000,1995/01/16,13:05:04.000000
00030,73019936802,Buy,6465,24.27,300,1995/01/17,09:06:13.000000
00031,84350537444,Sell,5530,50.59,7000,1995/01/17,09:28:35.000000
00032,06025053979,Buy,6133,13.84,9500,1995/01/18,10:37:43.000000
00033,96271209597,Sell,3625,11.35,8600,1995/01/18,10:41:48.000000
00034,76592913687,Sell,2024,20.58,8600,1995/01/18,12:27:18.000000
00035,71914317159,Buy,6207,69.66,5700,1995/01/19,10:53:17.000000
00036,03192406731,Buy,2881,70.41,1500,1995/01/19,13:09:44.000000
00037,21741571109,Sell,1732,30.25,6200,1995/01/20,11:52:08.000000
00038,96432266943,Sell,4530,8.50,9800,1995/01/23,09:07:34.000000
00039,73834770639,Sell,4563,47.29,8500,1995/01/23,09:45:29.000000
00040,88768816766,Sell,9902,16.49,6100,1995/01/23,10:04:47.000000
00041,02564861610,Buy,6547,51.67,2000,1995/01/23,11:18:47.000000
00042,25537423635,Sell,5489,40.65,8400,1995/01/23,12:25:18.000000
00043,89254665223,Buy,3313,19.00,700,1995/01/25,09:03:04.000000
00044,86193474423,Sell,2838A,50.52,2800,1995/01/25,10:58:49.000000
00045,63138127294,Buy,1343,61.80,7400,1995/01/25,11:46:50.000000
00046,24388396509,Sell,1418,33.33,3800,1995/01/25,13:09:48.000000
00047,59203345134,Buy,6857,163.48,7800,1995/01/26,09:36:17.000000
00048,85555289150,Sell,6967,71.56,1600,1995/01/26,10:02:11.000000
00049,52839537998,Buy,2235,49.59,10000,1995/01/26,10:45:54.000000
00050,89354572995,Buy,1805,19.57,7900,1995/01/26,11:22:43.000000
00051,86541367293,Buy,5392,31.73,5800,1995/01/30,09:39:41.000000
00052,61446797145,Buy,4502,29.99,9800,1995/01/30,10:25:20.000000
00053,98920184519,Buy,6794,77.75,4200,1995/01/30,12:09:11.000000
00054,85777159993,Buy,8111,23.95,9100,1995/01/30,12:43:41.000000
00055,94498899592,Sell,4563,53.66,1900,1995/01/31,09:24:18.000000
00056,89775856693,Sell,3338,64.25,5600,1995/01/31,12:45:19.000000
00057,44547146035,Sell,1615,67.74,9200,1995/01/31,12:57:41.000000
00058,59303433893,Buy,2308,307.20,8600,1995/02/01,09:12:03.000000
00059,78708186385,Buy,3556,50.90,2100,1995/02/01,09:51:59.000000
00060,07226879251,Sell,2867,5.86,1100,1995/02/01,12:57:23.000000
00061,79396741989,Sell,2511,11.91,2100,1995/02/02,09:14:39.000000
00062,55890043445,Sell,3489,26.44,7800,1995/02/03,11:11:42.000000
00063,79423193557,Buy,5284,138.47,7800,1995/02/03,11:40:53.000000
00064,21139559834,Sell,6891,31.81,5300,1995/02/03,12:42:15.000000
00065,31758452354,Buy,3037,183.05,4800,1995/02/06,09:04:52.000000
00066,52636311221,Sell,3673,34.85,7800,1995/02/06,09:22:19.000000
00067,44286744825,Buy,4186,14.38,1700,1995/02/06,10:38:49.000000
00068,23982697862,Sell,6707,24.49,5200,1995/02/06,11:34:02.000000
00069,47954693897,Sell,00637L,14.69,4200,1995/02/06,11:34:53.000000
00070,51091822250,Buy,9914,221.96,600,1995/02/06,11:56:46.000000
00071,29691675103,Sell,2415,26.15,5900,1995/02/07,12:16:41.000000
00072,15144869631,Sell,2704,66.61,4200,1995/02/07,13:12:34.000000
00073,44399978267,Sell,6784,20.96,400,1995/02/08,10:09:02.000000
00074,17882576503,Buy,2712,32.38,6300,1995/02/08,10:46:25.000000
00075,77045942561,Sell,1464,13.80,8200,1995/02/08,12:12:01.000000
00076,93164084596,Buy,8067,15.70,2500,1995/02/09,09:46:54.000000
00077,26379132357,Buy,3266,21.69,9500,1995/02/09,12:19:59.000000
00078,62596022088,Sell,6850,54.47,8800,1995/02/10,10:11:23.000000
00079,85610104560,Sell,6806,128.11,4600,1995/02/10,10:51:06.000000
00080,70017236807,Sell,5306,146.15,3400,1995/02/10,13:09:58.000000
00081,60293208238,Sell,4123,43.23,3000,1995/02/10,13:23:23.000000
00082,13903736002,Buy,8473,39.08,3100,1995/02/13,11:32:52.000000
00083,80730571743,Sell,00762,65.06,5900,1995/02/13,11:54:25.000000
00084,32628934039,Buy,6818,29.91,3100,1995/02/13,12:27:23.000000
00085,21008933528,Sell,4729,17.00,6200,1995/02/13,13:17:33.000000
00086,40012012361,Buy,8488,15.25,9200,1995/02/15,11:47:04.000000
00087,66819589479,Sell,00851,38.48,8500,1995/02/15,11:56:05.000000
00088,39495041065,Buy,1444,9.39,5100,1995/02/15,13:16:10.000000
00089,85729364904,Sell,1456,21.50,7900,1995/02/15,13:22:37.000000
00090,00287870713,Buy,3659,30.44,7900,1995/02/17,09:19:43.000000
00091,76844702136,Buy,3062,23.08,2100,1995/02/17,12:52:14.000000
00092,42903021510,Buy,6818,30.01,5700,1995/02/20,10:39:58.000000
00093,29416933885,Sell,6927,111.55,8200,1995/02/21,09:07:23.000000
00094,05871705879,Buy,00915,24.48,5400,1995/02/21,10:43:08.000000
00095,96402398417,Buy,6649,29.73,7700,1995/02/21,11:12:51.000000
00096,36521089648,Sell,8928,32.92,1700,1995/02/21,11:43:56.000000
00097,52894851641,Buy,7719,40.22,6200,1995/02/21,12:55:58.000000
00098,98047081514,Sell,4116,51.08,8800,1995/02/22,10:04:26.000000
00099,35309038473,Sell,3128,28.20,6500,1995/02/22,10:24:30.000000
00100,32328372042,Sell,6405,23.29,5400,1995/02/22,11:40:30.000000
00101,34807787809,Buy,2388,122.13,1953,1995/02/23,11:36:54.000000
00102,23059942073,Buy,2734,42.62,6700,1995/02/24,10:07:02.000000
00103,43676531217,Sell,00775B,36.29,1000,1995/02/24,13:17:02.000000
00104,98340745512,Sell,3356,70.07,9400,1995/02/24,13:23:45.000000
00105,55438954273,Sell,00641R,7.08,3600,1995/02/27,12:42:12.000000
00106,93275750622,Sell,2754,105.68,6600,1995/02/27,12:45:24.000000
00107,78045150042,Sell,006205,30.70,400,1995/02/28,10:55:37.000000
00108,97552512083,Buy,4104,88.81,300,1995/02/28,12:43:21.000000
00109,28094360002,Buy,4107,132.05,5800,1995/02/28,12:55:57.000000
00110,16818152795,Buy,9933,50.32,2200,1995/03/02,11:10:55.000000
00111,49457229404,Sell,1416,13.97,3000,1995/03/03,09:10:53.000000
00112,18349546539,Buy,8409,22.70,6300,1995/03/03,10:56:31.000000
00113,74487493663,Sell,3633,77.33,5180,1995/03/03,11:48:32.000000
00114,05204041417,Buy,2007,11.77,5300,1995/03/06,09:56:28.000000
00115,52391070477,Buy,3073,33.67,8500,1995/03/06,11:15:40.000000
00116,60526955412,Sell,2820,16.27,9000,1995/03/06,11:34:25.000000
00117,60504173877,Sell,4952,56.64,5000,1995/03/06,11:55:07.000000
00118,09417175999,Sell,3548,193.94,8021,1995/03/06,12:20:49.000000
00119,38016365505,Buy,5371,98.78,3100,1995/03/07,10:28:53.000000
00120,50590355226,Sell,5460,14.36,9000,1995/03/07,10:52:55.000000
00121,73801741658,Buy,2387,60.62,7900,1995/03/07,12:47:46.000000
00122,30612487626,Buy,00845B,35.64,5400,1995/03/08,09:04:26.000000
00123,01755219822,Sell,1799,81.73,5700,1995/03/08,09:07:51.000000
00124,97626742072,Sell,9908,31.57,3700,1995/03/09,11:23:01.000000
00125,65509625256,Sell,2891,38.23,7100,1995/03/10,10:36:20.000000
00126,27838343554,Sell,9950,15.79,8400,1995/03/13,10:37:42.000000
00127,14123585890,Sell,6899,63.94,6300,1995/03/13,11:10:26.000000
00128,78159510194,Buy,8097,72.14,5700,1995/03/13,11:18:25.000000
00129,59968904502,Sell,2103,24.33,200,1995/03/13,13:18:05.000000
00130,81067193286,Sell,5878,51.91,6100,1995/03/14,09:33:40.000000
00131,30877001697,Buy,3675,303.74,2200,1995/03/15,10:27:00.000000
00132,18138259852,Sell,6722,57.22,6100,1995/03/15,10:59:43.000000
00133,83404283552,Sell,3026,99.07,9200,1995/03/15,12:19:14.000000
00134,70089917284,Sell,00910,16.54,9500,1995/03/15,12:46:57.000000
00135,77045942561,Buy,9925,43.53,1800,1995/03/15,13:18:58.000000
00136,90359331863,Sell,6224,55.19,7300,1995/03/16,09:02:54.000000
00137,99898036912,Sell,00641R,6.09,8000,1995/03/16,09:15:10.000000
00138,95226132849,Buy,00870B,29.48,2600,1995/03/16,10:56:12.000000
00139,97560848301,Buy,6465,22.58,4300,1995/03/16,11:55:36.000000
00140,81281142908,Sell,6556,105.12,6700,1995/03/16,12:20:55.000000
00141,87198084279,Buy,2609,71.69,6200,1995/03/16,13:28:39.000000
00142,68620838266,Sell,2206,83.25,4700,1995/03/20,09:16:18.000000
00143,62908325452,Buy,1439,26.53,2100,1995/03/20,11:18:31.000000
00144,42983592916,Sell,9962,16.28,600,1995/03/20,13:10:40.000000
00145,61673454523,Buy,9937,67.12,9000,1995/03/21,10:04:30.000000
00146,23839972504,Sell,2382,279.82,2600,1995/03/22,10:52:46.000000
00147,35474121481,Sell,2434,36.50,9900,1995/03/22,11:29:57.000000
00148,05720703359,Buy,1460,8.08,4900,1995/03/22,13:24:16.000000
00149,71507758952,Buy,00845B,33.29,8800,1995/03/23,12:22:47.000000
00150,40047023771,Sell,6744,23.14,9800,1995/03/24,11:39:57.000000
00151,52002237637,Sell,8930,35.40,9700,1995/03/24,11:54:57.000000
00152,03784752065,Sell,8383,38.04,4900,1995/03/24,12:41:06.000000
00153,28352291945,Sell,8489,26.07,2500,1995/03/24,13:17:15.000000
00154,25078941965,Buy,2375,63.59,3100,1995/03/27,09:28:48.000000
00155,47913631047,Buy,00942B,15.85,8200,1995/03/27,13:04:42.000000
00156,23676386244,Sell,6792,81.32,1300,1995/03/28,09:11:30.000000
00157,48922986647,Buy,4138,107.25,3100,1995/03/28,09:43:35.000000
00158,74110356786,Buy,9931,39.52,8265,1995/03/28,10:22:49.000000
00159,96790942056,Sell,6531,321.52,1700,1995/03/29,12:22:49.000000
00160,41516440447,Sell,9939,171.68,1700,1995/03/29,13:28:04.000000
00161,22616307346,Sell,6456,59.27,4400,1995/03/30,11:12:52.000000
00162,02869848925,Sell,5410,34.19,2800,1995/03/30,11:23:39.000000
00163,99219043049,Buy,6763,492.94,100,1995/03/31,10:24:22.000000
00164,50579470458,Buy,6786,35.80,500,1995/03/31,11:37:41.000000
00165,20981624768,Buy,3021,23.78,2900,1995/03/31,13:00:22.000000
00166,32017035983,Buy,2890,21.69,8000,1995/04/04,09:39:46.000000
00167,75146763960,Buy,6242,52.92,200,1995/04/05,09:42:42.000000
00168,76033592721,Sell,5460,15.23,7300,1995/04/05,10:00:48.000000
00169,26544499134,Sell,6776,56.83,8700,1995/04/05,10:30:03.000000
00170,86928091431,Sell,6854,74.99,2400,1995/04/06,11:27:34.000000
00171,45817787947,Sell,1466,12.90,4200,1995/04/06,11:47:15.000000
00172,16833287510,Sell,9921,242.52,4600,1995/04/07,09:30:48.000000
00173,17250509546,Sell,9907,14.71,1400,1995/04/07,10:33:02.000000
00174,38753508958,Sell,6697,44.04,7600,1995/04/07,10:59:31.000000
00175,58230313935,Buy,4555,65.71,4300,1995/04/10,09:36:51.000000
00176,98289252448,Sell,00633L,34.33,8100,1995/04/10,11:04:06.000000
00177,71077112152,Sell,8437,27.63,6700,1995/04/10,12:49:51.000000
00178,34210895568,Buy,1516,20.70,2200,1995/04/11,10:12:12.000000
00179,40880638549,Buy,6651,81.00,3000,1995/04/11,11:10:14.000000
00180,44131347915,Sell,3490,29.51,7300,1995/04/11,11:20:14.000000
00181,61619635993,Buy,6936,33.26,7900,1995/04/11,12:47:03.000000
00182,43606642088,Sell,6257,78.79,2700,1995/04/12,10:14:01.000000
00183,07621445953,Buy,4931,31.82,1400,1995/04/12,10:21:23.000000
00184,54579439353,Sell,2758,126.06,5900,1995/04/12,11:45:24.000000
00185,47189871316,Buy,2516,11.00,1600,1995/04/14,09:55:19.000000
00186,63390982422,Sell,1587,75.50,2500,1995/04/14,10:41:15.000000
00187,58817989913,Buy,1473,36.97,4900,1995/04/14,11:05:25.000000
00188,95278656144,Buy,2017,14.15,5000,1995/04/14,11:05:51.000000
00189,89393619425,Buy,6788,147.53,9300,1995/04/14,12:13:50.000000
00190,50659055462,Buy,1423,37.91,6200,1995/04/14,12:36:49.000000
00191,35981710996,Buy,5481,12.26,6100,1995/04/14,12:41:35.000000
00192,48628082950,Buy,00700,12.42,1400,1995/04/14,12:56:52.000000
00193,15685774985,Sell,4609,9.79,9200,1995/04/14,13:25:21.000000
00194,14452148614,Sell,8354,16.25,400,1995/04/17,12:32:33.000000
00195,56559529449,Buy,00692,40.82,7000,1995/04/17,12:34:21.000000
00196,44547146035,Buy,4952,50.68,8500,1995/04/17,13:26:29.000000
00197,32720317018,Buy,3526,248.38,7556,1995/04/18,11:05:56.000000
00198,55667831724,Sell,6023,84.15,5400,1995/04/18,12:41:24.000000
00199,35555062807,Buy,5246,28.78,4600,1995/04/18,12:42:14.000000
00200,05765891742,Sell,2402,34.76,6500,1995/04/18,13:06:12.000000
00201,97347610499,Buy,00885,13.04,7300,1995/04/19,11:30:37.000000
00202,83592099711,Buy,8215,31.41,2300,1995/04/19,12:50:45.000000
00203,83173206239,Sell,8431,53.13,5100,1995/04/20,10:29:57.000000
00204,11983916978,Sell,1454,16.56,2100,1995/04/20,11:11:52.000000
00205,22729113841,Sell,4440,25.70,4700,1995/04/21,11:14:22.000000
00206,69103541701,Buy,2852,23.17,3100,1995/04/21,12:08:00.000000
00207,90326509111,Buy,5701,5.93,7600,1995/04/21,12:31:43.000000
00208,85699817643,Buy,8421,12.59,5300,1995/04/24,10:39:58.000000
00209,08315036774,Buy,4166,26.09,3000,1995/04/24,10:45:47.000000
00210,25403755055,Sell,1736,92.66,8000,1995/04/24,12:50:13.000000
00211,83910805776,Sell,3149,24.88,2200,1995/04/25,13:14:42.000000
00212,95216944102,Buy,6224,51.53,800,1995/04/26,09:42:33.000000
00213,96670726556,Buy,6796,79.24,9500,1995/04/26,11:20:58.000000
00214,02102822441,Buy,1788,133.91,6000,1995/04/27,09:26:35.000000
00215,31242780042,Buy,8923,21.72,9600,1995/04/27,11:38:37.000000
00216,74486557892,Buy,00887,10.42,100,1995/04/28,09:04:00.000000
00217,98613954648,Sell,5302,9.77,7400,1995/04/28,09:56:15.000000
00218,54702772845,Sell,4510,15.36,300,1995/04/28,10:12:08.000000
00219,78183536993,Sell,00710B,17.42,2500,1995/04/28,12:39:26.000000
00220,15492417718,Buy,3085,14.94,7200,1995/05/01,11:02:17.000000
00221,14619391365,Sell,3311,39.08,4400,1995/05/01,11:45:40.000000
00222,98698090952,Sell,2504,43.73,4600,1995/05/01,13:11:04.000000
00223,42903021510,Sell,4502,30.30,800,1995/05/01,13:23:42.000000
00224,05319236139,Sell,6244,24.20,4100,1995/05/02,11:59:50.000000
00225,47529487739,Buy,1815,19.21,6500,1995/05/03,12:34:02.000000
00226,72860281254,Sell,9940,30.12,4000,1995/05/03,13:13:43.000000
00227,98373109080,Buy,8421,14.35,4400,1995/05/04,11:36:45.000000
00228,03964211990,Buy,5288,185.25,2200,1995/05/05,09:24:32.000000
00229,67732314210,Buy,6805,720.44,7700,1995/05/05,11:02:31.000000
00230,40278871319,Sell,4549,114.54,6400,1995/05/05,11:21:17.000000
00231,24560336140,Buy,00633L,38.04,7000,1995/05/05,12:00:03.000000
00232,46825900836,Buy,3168,66.62,7700,1995/05/05,12:17:27.000000
00233,96901352042,Sell,1539,23.31,8100,1995/05/05,13:15:14.000000
00234,78443250812,Sell,3037,166.44,3200,1995/05/08,09:31:28.000000
00235,83856004048,Sell,1303,59.19,6800,1995/05/08,10:13:59.000000
00236,32853652077,Sell,1796,52.04,3800,1995/05/08,10:50:32.000000
00237,06349630436,Sell,5209,200.19,5000,1995/05/08,11:46:26.000000
00238,85806765715,Sell,3709,23.72,9300,1995/05/08,11:51:06.000000
00239,99068998867,Sell,4770,433.86,5700,1995/05/08,12:20:08.000000
00240,50433497976,Buy,2882,58.18,2300,1995/05/09,10:29:58.000000
00241,35467870815,Sell,2504,41.95,4500,1995/05/10,09:28:05.000000
00242,30940086117,Sell,3707,67.06,9100,1995/05/10,11:04:58.000000
00243,87657620301,Sell,7707,240.55,5300,1995/05/10,11:29:07.000000
00244,99461216360,Buy,1565,203.07,600,1995/05/11,09:00:39.000000
00245,29734777188,Sell,6757,41.92,6100,1995/05/11,11:35:28.000000
00246,63938238639,Sell,6683,316.90,6300,1995/05/12,09:30:43.000000
00247,35828295746,Sell,00847B,29.30,8900,1995/05/12,12:40:00.000000
00248,30181296188,Buy,1742,19.90,4700,1995/05/15,09:11:14.000000
00249,57771827100,Buy,6120,14.28,5900,1995/05/15,09:44:30.000000
00250,15813459100,Sell,2881B,62.61,7400,1995/05/15,09:52:59.000000
00251,42415054558,Sell,6547,50.20,5900,1995/05/15,10:42:52.000000
00252,04715192803,Sell,3176,37.25,8000,1995/05/15,12:39:59.000000
00253,33922169369,Buy,6716,109.33,1100,1995/05/15,12:44:57.000000
00254,47476799669,Buy,4116,50.58,4700,1995/05/15,12:51:11.000000
00255,44027583858,Sell,3260,118.92,7211,1995/05/17,10:48:23.000000
00256,75828688997,Sell,00863B,31.96,9500,1995/05/17,11:06:53.000000
00257,95216944102,Buy,6169,24.13,2700,1995/05/17,12:51:49.000000
00258,18776537166,Sell,2369,20.97,1500,1995/05/18,11:05:52.000000
00259,01080220084,Buy,2511,12.19,8600,1995/05/18,11:15:06.000000
00260,36775347029,Buy,00692,38.98,7800,1995/05/18,12:33:11.000000
00261,11805972635,Sell,2812,18.85,1400,1995/05/19,09:26:31.000000
00262,26662724950,Buy,6638,76.41,8500,1995/05/19,11:51:53.000000
00263,26604677961,Sell,8935,11.88,7800,1995/05/19,13:02:50.000000
00264,62629038994,Buy,2321,16.30,8800,1995/05/22,09:07:51.000000
00265,35954156207,Buy,6275,61.55,7300,1995/05/22,10:20:36.000000
00266,84128183966,Buy,5009,54.98,6500,1995/05/22,10:49:28.000000
00267,84677858870,Sell,00927,18.15,1800,1995/05/22,11:03:09.000000
00268,82797093611,Sell,6748,24.71,4500,1995/05/23,09:27:22.000000
00269,72902839395,Sell,3228,313.50,3100,1995/05/23,09:31:27.000000
00270,22777407783,Buy,6855,127.49,2800,1995/05/23,10:47:29.000000
00271,40855421261,Buy,2338,64.32,1900,1995/05/23,11:45:48.000000
00272,52391070477,Buy,5262,67.34,8200,1995/05/23,13:07:17.000000
00273,63543601133,Buy,2520,53.01,4100,1995/05/23,13:14:10.000000
00274,54857307587,Buy,3454,143.92,9100,1995/05/23,13:21:41.000000
00275,40644010420,Buy,5201,27.72,1400,1995/05/24,09:37:01.000000
00276,44377805979,Buy,6990,34.40,4100,1995/05/24,09:54:47.000000
00277,58231277263,Buy,7736,99.48,1900,1995/05/24,10:19:58.000000
00278,69538405291,Sell,9945,47.67,9600,1995/05/24,12:05:53.000000
00279,51198890593,Buy,5478,152.42,7100,1995/05/24,12:12:37.000000
00280,22668492028,Buy,6514,54.01,4400,1995/05/24,12:52:58.000000
00281,69515227721,Buy,5364,18.08,4000,1995/05/25,11:29:44.000000
00282,09847013332,Buy,1776,18.66,9500,1995/05/26,09:59:49.000000
00283,17887186107,Buy,8932,149.48,3300,1995/05/26,12:37:49.000000
00284,49820326546,Buy,6243,56.72,1200,1995/05/29,09:55:26.000000
00285,60249345747,Buy,3596,152.13,8900,1995/05/29,11:06:43.000000
00286,87244115249,Sell,6536,18.44,7200,1995/05/29,11:52:19.000000
00287,26347270033,Buy,6679,396.92,5700,1995/05/29,12:53:22.000000
00288,60198357403,Buy,8463,31.79,9000,1995/05/30,12:18:47.000000
00289,64906213177,Sell,2836A,20.31,4100,1995/05/30,13:25:13.000000
00290,83980177607,Buy,00891,18.77,7700,1995/05/31,10:00:18.000000
00291,95221508989,Buy,6482,53.80,9800,1995/05/31,11:17:54.000000
00292,77852176229,Sell,6504,79.61,8500,1995/05/31,12:43:55.000000
00293,04217819166,Buy,4588,95.55,7400,1995/06/01,12:45:04.000000
00294,99713457169,Buy,00757,77.25,3400,1995/06/02,09:25:31.000000
00295,33738142621,Buy,3003,82.95,3200,1995/06/02,12:36:19.000000
00296,62005545385,Buy,5905,12.97,100,1995/06/05,10:49:32.000000
00297,42835703203,Sell,4702,14.50,4800,1995/06/05,11:20:39.000000
00298,72163477203,Sell,4741,41.05,3100,1995/06/05,12:28:10.000000
00299,16919777364,Buy,2911,6.70,8000,1995/06/05,12:46:27.000000
00300,58597815516,Buy,2414,37.98,9800,1995/06/06,12:02:22.000000
00301,94720557771,Buy,4419,44.50,3600,1995/06/07,09:17:10.000000
00302,04219726224,Sell,4912,119.22,100,1995/06/07,09:58:34.000000
00303,42815320911,Buy,8099,66.16,600,1995/06/07,11:47:04.000000
00304,03977361682,Sell,5206,37.43,1800,1995/06/09,13:16:02.000000
00305,32728310083,Sell,1789,29.13,5500,1995/06/12,09:40:28.000000
00306,99447139192,Buy,3041,20.53,9400,1995/06/12,12:05:50.000000
00307,54404111860,Sell,6531,330.99,2000,1995/06/12,12:41:15.000000
00308,37791741009,Sell,1218,22.98,2309,1995/06/13,10:53:08.000000
00309,57509499834,Buy,6891,33.11,100,1995/06/13,11:22:58.000000
00310,88757435637,Sell,6916,27.64,7000,1995/06/14,09:53:52.000000
00311,66264717038,Buy,7703,183.04,9000,1995/06/14,11:18:56.000000
00312,59161532014,Sell,6568,152.89,100,1995/06/14,11:22:33.000000
00313,19261707479,Buy,2740,37.99,3013,1995/06/14,12:04:59.000000
00314,98295445137,Sell,1597,68.05,6100,1995/06/14,12:26:51.000000
00315,63050374294,Sell,3128,28.53,8900,1995/06/14,12:47:46.000000
00316,82391698410,Sell,3713,20.95,3700,1995/06/15,09:26:00.000000
00317,10795064710,Sell,4527,45.60,4800,1995/06/15,10:36:32.000000
00318,07136378486,Sell,2745,112.80,7200,1995/06/15,10:41:18.000000
00319,94355604586,Buy,1445,20.93,700,1995/06/15,11:38:33.000000
00320,05509123028,Sell,2535,51.41,3400,1995/06/15,12:03:30.000000
00321,82177736828,Buy,2752,287.10,5300,1995/06/16,12:31:25.000000
00322,15869424709,Buy,7558,9.72,400,1995/06/16,13:13:25.000000
00323,55995741709,Buy,4510,15.18,5200,1995/06/16,13:16:33.000000
00324,57631822383,Buy,6264,12.62,1700,1995/06/16,13:16:57.000000
00325,33780103398,Buy,4121,23.23,6700,1995/06/19,09:16:35.000000
00326,85256121418,Sell,6729,17.98,8400,1995/06/19,09:46:00.000000
00327,54671605829,Buy,3164,21.97,5500,1995/06/19,10:38:48.000000
00328,79454322977,Sell,6196,158.52,1700,1995/06/19,12:12:33.000000
00329,56447978324,Sell,9950,14.82,1900,1995/06/20,11:57:38.000000
00330,34807787809,Sell,2395,356.06,8200,1995/06/20,12:51:05.000000
00331,38062759645,Sell,6843,56.13,4700,1995/06/21,09:21:47.000000
00332,12422792586,Buy,3051,36.29,7600,1995/06/21,10:56:03.000000
00333,80466369882,Sell,4741,39.96,7700,1995/06/21,11:42:26.000000
00334,79505349619,Sell,3047,17.41,3300,1995/06/21,12:24:03.000000
00335,87967815291,Buy,9924,60.34,6000,1995/06/22,11:07:45.000000
00336,34491481690,Sell,4933,60.42,500,1995/06/22,11:25:41.000000
00337,72860281254,Buy,6208,50.18,5000,1995/06/22,13:08:49.000000
00338,19502258499,Buy,6931,111.94,5900,1995/06/23,11:13:35.000000
00339,70914940368,Sell,6465,24.36,8400,1995/06/23,12:03:44.000000
00340,48502573380,Sell,6767,39.70,8400,1995/06/23,12:14:20.000000
00341,47015739038,Sell,3015,62.01,4000,1995/06/23,12:19:05.000000
00342,69339391445,Sell,6911,52.00,4600,1995/06/26,09:35:13.000000
00343,81914977677,Sell,3191,20.24,10000,1995/06/26,10:15:05.000000
00344,69674017509,Buy,3138,119.72,700,1995/06/26,11:24:38.000000
00345,30659014413,Buy,2401,30.22,4500,1995/06/26,12:42:09.000000
00346,07626713253,Sell,4724,34.25,5200,1995/06/26,12:52:32.000000
00347,55563885986,Sell,1585,8.84,2200,1995/06/26,13:21:19.000000
00348,75110760457,Buy,2495,25.62,2900,1995/06/26,13:27:44.000000
00349,43656749654,Buy,9927,74.51,6600,1995/06/27,09:48:07.000000
00350,31034800746,Sell,3356,68.07,2700,1995/06/29,09:16:44.000000
00351,82341993320,Buy,2474,218.79,8000,1995/06/29,10:00:28.000000
00352,93762245945,Sell,006206,28.05,3500,1995/06/29,12:38:31.000000
00353,46086145564,Sell,6744,23.41,4800,1995/06/29,13:03:18.000000
00354,74808484202,Buy,4966,780.55,100,1995/06/30,10:48:24.000000
00355,31187853387,Buy,6935,33.09,1400,1995/06/30,11:12:56.000000
00356,35742855023,Buy,4905,106.24,4500,1995/06/30,13:04:34.000000
00357,36360594595,Sell,4439,101.11,4600,1995/07/03,10:31:26.000000
00358,09010768913,Buy,6176,214.62,6000,1995/07/03,11:21:30.000000
00359,79251620963,Sell,00944,16.10,3500,1995/07/03,12:07:09.000000
00360,52949227884,Buy,1587,64.07,3000,1995/07/03,13:20:16.000000
00361,92165365960,Buy,2916,67.30,8600,1995/07/04,09:59:31.000000
00362,98720160628,Buy,00746B,33.39,5000,1995/07/05,09:04:36.000000
00363,86735057620,Buy,6457,49.20,7766,1995/07/06,09:07:51.000000
00364,94977107611,Buy,5324,14.26,7900,1995/07/06,09:44:10.000000
00365,00788514607,Buy,6103,34.20,6800,1995/07/06,10:13:11.000000
00366,59718455593,Sell,6152,9.50,500,1995/07/06,11:21:08.000000
